ID,default_payment_next_month
10178,0.15666927848214798
5304,0.11565998612264868
5187,0.13932182460471468
14495,0.09913614463162135
20444,0.08330779756291863
17667,0.13481985580469993
21211,0.14162032278660996
7178,0.4539651466926035
20783,0.07824558974362573
24033,0.3409918451240633
754,0.07429148108597891
23732,0.17926884817732505
6072,0.09572053635247003
17662,0.2238958252047471
5541,0.20457045484099537
22697,0.15618955978589302
29905,0.15206269697301533
6695,0.18981066126239168
12664,0.5610539085682633
15392,0.06697962817514003
309,0.6378049742655425
16129,0.1263489123010499
6324,0.0977154014866096
23673,0.3236454984558635
28889,0.11970615123185001
17687,0.12295778694709035
27129,0.15424471049672459
8487,0.09371149592002918
10304,0.25021501865522533
14991,0.21336482067279677
8380,0.08844246323583015
17401,0.2535478068828243
15805,0.12690090443008561
17839,0.21580234803920134
24324,0.3136532210837204
5925,0.5522599750921838
11137,0.11578613018741257
9991,0.07632263043028104
6622,0.6313024363926493
17112,0.3234035720155837
7694,0.21754103014312604
23055,0.1943408111463917
19684,0.19444278666132986
26520,0.28655394420908137
8633,0.4852121602453414
15602,0.1266898656494474
21244,0.09308312690773748
9804,0.2815893824433434
24276,0.09636854755683905
11723,0.10117719237636606
23656,0.3192156205959144
9047,0.14185814403563007
9246,0.13994026770926793
650,0.6245073105300456
4330,0.14439516886309903
27006,0.3609146449251387
6766,0.07039847914981766
14481,0.1972305254547624
18262,0.202345597222407
22076,0.18032175574659434
24238,0.20790972232803806
12731,0.11733158056390468
2226,0.11787135717191405
17380,0.2987012501944822
22072,0.12680193985692606
27390,0.14596966059819963
19619,0.059501038529893795
12919,0.1768171818983105
6537,0.17781940454673723
24342,0.6535494485061701
772,0.2631683868003171
12966,0.11665678173803214
18832,0.14527600555367592
9347,0.24808778206128326
29171,0.4243531616656495
18604,0.1523849758296592
25368,0.11454811197177857
14414,0.18365177505435526
4515,0.1306636530577084
27668,0.11502453477369755
20039,0.11237659003858592
28604,0.6864433209730817
19283,0.10385301486340612
29592,0.30367647326865443
5952,0.20096149053864862
14746,0.17725807245054545
8135,0.6394344904761691
936,0.16492924896766512
15106,0.2523165059330054
13717,0.27659057155125727
15431,0.12004264102121814
12176,0.07474090465239315
26616,0.5253622326055999
6585,0.06887785781164264
13415,0.17146446697667234
28033,0.6015399377147126
18775,0.0798214941795906
22414,0.27353992638192637
13628,0.4388931899048304
4437,0.2994663584887441
14083,0.2046372311758124
6745,0.3542491760928254
11214,0.18719721964543315
1200,0.2019232617375283
24915,0.06091161255774299
15317,0.49528006863611473
25130,0.13676211123512078
21497,0.05782134817671775
2432,0.4201793616390057
4312,0.21975291672999064
3390,0.5519276076131798
20785,0.07899597676232738
12516,0.16771290870674996
17228,0.12856934772580664
1845,0.2571339462851002
13834,0.16140605240251052
2290,0.19739409630155205
21988,0.1848465843318036
10445,0.19530955443574696
11991,0.17129468836792314
6818,0.06789899096106254
19525,0.12011582793505307
12878,0.19961998369348874
15762,0.14745847868257966
21397,0.10684079373931937
13127,0.07934889267620827
25072,0.5477649422255477
3227,0.09734010028506067
7260,0.13781572278656862
4366,0.07664187910268545
2185,0.16295459149638375
14132,0.16373624022061592
10094,0.16987037083290657
6815,0.11440137777838795
10788,0.16949278489802364
7364,0.16526198289693989
28316,0.10819408087063034
23427,0.6352301621013179
21496,0.16083617399713898
4802,0.5505753928206939
23522,0.17916508292643515
28206,0.17244627090889655
21212,0.10546431599618322
12017,0.16813918007633144
3081,0.14253151684583334
20225,0.5165934487674935
23735,0.07930034350150256
28396,0.11756607214927255
12618,0.13356930609509504
21897,0.1997566589349811
26866,0.5093215914305996
16713,0.21648848467041876
3319,0.4859033595512618
1177,0.13105678688822875
3511,0.1418792741536855
29192,0.05778968059118314
3229,0.14223902830553875
28167,0.1247017928335466
17445,0.33668596803211615
13853,0.0733251175172887
26977,0.08913356997443705
16572,0.6794313846532167
4969,0.12090955081721468
10276,0.07050852387157179
18699,0.1961619090955433
24230,0.6728038599555816
14127,0.0620784897041093
15285,0.1421054943900458
9057,0.2185414039408821
314,0.3008801213809165
7726,0.3087729357826051
5723,0.13826065988799396
9072,0.09793336469000724
14107,0.2493605083178942
145,0.1397389882309908
24423,0.5840072491263758
22725,0.7003925852313951
20076,0.06060719380928482
8284,0.16940641903475856
8913,0.14453340086624375
6326,0.17420002941944046
13918,0.06058465326969125
2020,0.5720497575192977
8805,0.24965757846873768
18822,0.5379982255875013
20055,0.22134422677200297
1254,0.10743152129746568
10785,0.6969695590826511
18392,0.07403903938544262
6679,0.20990982019284854
2433,0.6332352843533346
17303,0.08131561202135962
23846,0.1771483006603838
12631,0.12624500644232872
16250,0.23415666511551525
26577,0.26028886599435225
18831,0.10873361213373445
14697,0.1234117141988732
20765,0.21658267478935553
26177,0.06167981007146455
29311,0.14839637849509127
24408,0.11767536339560576
6383,0.3652225022453017
20685,0.6641227787795707
3809,0.1582310255822108
21273,0.1886111471597773
18934,0.09671122335507996
14851,0.12900401817867382
15039,0.11626953110310972
28924,0.12720953944055094
20323,0.5171017978379764
4159,0.2167975686556877
23311,0.5299098115014507
18500,0.12625945660067395
12312,0.06126627982726739
5176,0.0630171827473057
29809,0.09349865981118961
8224,0.6354424386652786
26644,0.6662439181238043
21569,0.5666659197870542
3908,0.5262462314434634
14974,0.6527779527965644
19720,0.06939516613087246
13244,0.3258348415926908
18037,0.07749805123127082
29716,0.48958136278782416
6784,0.5203765397765291
3110,0.11346414175102243
26797,0.07999418453816923
29080,0.19062104946846437
19229,0.12823756787512658
16329,0.21055609137365963
13004,0.08215245523536495
25354,0.36734410727679584
7464,0.13364661091648755
7911,0.06738524870545995
15409,0.1552363768042314
20893,0.5225582456183482
10835,0.13416630192196863
21892,0.5252584816635023
25921,0.10574309450090681
26056,0.16195469999942722
26809,0.11550973014861365
13321,0.13896891800488417
17387,0.5455517870698613
21143,0.12296680395225053
213,0.2046284456894394
19401,0.3089211090457047
19504,0.12253026396903305
5788,0.21678031044739687
18353,0.11661716866215659
2683,0.2683959122131468
2159,0.11853472559934482
899,0.24613080512509958
10693,0.2093203745083662
23451,0.11219890705837132
18539,0.1897945903139825
4715,0.07900182519184022
9989,0.09338289831083542
12692,0.16675133723690183
12160,0.4448299611519494
10603,0.13101507716001534
13458,0.12450740447943331
5694,0.29707365219323767
2888,0.07287949256003776
29839,0.06976460960897543
7413,0.2923286728373426
21942,0.3306408051844154
9221,0.08707885086246946
20226,0.10712043751199116
2883,0.0604989967668155
14234,0.3513535909431942
13370,0.683714144201103
2446,0.12453701201623239
6214,0.08217835979842779
6431,0.15361924162800256
19417,0.2240172916465709
15768,0.21743661719332005
7945,0.6930700628147226
1286,0.07479963110723174
15942,0.637698474730422
6508,0.1429734523423287
23485,0.1307856420390722
23138,0.12389105909458559
26282,0.06706401181084966
5028,0.15339565001885036
24578,0.3800440056193605
12846,0.6538239605468583
23194,0.13734336680924236
15680,0.18420787167923122
11623,0.26964548102854646
304,0.29646578042159955
7304,0.10012852068262888
3448,0.12633366031004423
28975,0.6729532621946855
25985,0.4730651716213803
29680,0.1317707552722149
1043,0.10034816438074944
28212,0.1326431921754061
5098,0.2640263489459669
17148,0.250227646247032
26345,0.17271940231697294
28029,0.12552123789460906
16256,0.3622385670237455
22932,0.11662755799622676
17648,0.3728729907257633
13904,0.4161964239477661
14574,0.11446157021693364
7731,0.15194263496831653
2694,0.12671947506912667
14342,0.13616170451682444
9339,0.15604283355053572
19614,0.1345865957984298
3209,0.16361432837365095
11420,0.21603136433882025
6280,0.08359580770504005
13347,0.13164348404582749
22568,0.11579757047294112
22426,0.17935421901591736
27103,0.17946065580484424
28811,0.06610468308029734
27614,0.5002394890257652
17094,0.14048581212272912
8391,0.6591964931778723
14918,0.3530094220470404
18374,0.22095048359688607
24387,0.24991405784749687
5525,0.20240357161916508
29090,0.11993082298283499
11319,0.4150614061241149
19054,0.1097825491686897
20881,0.2563298537762816
13047,0.12801119631072502
8339,0.1045538743982981
8866,0.32766331379401686
8966,0.24418090264217446
24917,0.10455837605418758
24622,0.10625301090763874
7525,0.15261316451493115
23942,0.19552636826915745
8918,0.16372652354376646
2751,0.20276956856896747
24940,0.07513779613632715
12726,0.05773966823984059
23993,0.14757625212753722
10175,0.20373704200973622
14554,0.15254735646124293
6442,0.1627660241274109
14666,0.15377486635957252
18743,0.12657389494850926
12144,0.14833299494193125
25599,0.17612454074048728
27155,0.7027235067671733
11265,0.3193250542264017
26947,0.24017551015847782
25937,0.19455037230249017
20353,0.18717622403411602
11634,0.09449229802787794
28096,0.3197237669165259
19067,0.231759217761764
18946,0.12365637114699121
25215,0.17164924135920206
5430,0.11736903664349764
24433,0.14770699883658792
29306,0.15572766762426865
20713,0.1340305932385969
16168,0.09702810057340139
4038,0.07376206957484992
16618,0.09589772507639951
10706,0.1832129691946009
17714,0.09794194982857125
23060,0.34124411083017603
28099,0.1306481979590992
19158,0.09066202509809594
16577,0.6630724449242128
18448,0.10863164667554473
18991,0.18751847529871185
2307,0.277375954146756
13025,0.15705151953511726
26861,0.131540545684253
11334,0.6815554255742055
25761,0.23760596546310536
8240,0.13710412500641228
20962,0.5736939712205269
12873,0.11965755398686242
6196,0.16572360761689867
18890,0.1727579384026162
11239,0.10817468498180229
25073,0.15180608265506523
16475,0.17595808935283427
28874,0.1217397787547527
12850,0.21501691293755254
6336,0.07295279403659384
18737,0.3785709330118934
29149,0.1898369293235323
11545,0.12135025673393188
14044,0.08012494811430533
6390,0.2868013460545973
22097,0.08347206533936077
7515,0.10733229775782903
9284,0.34044555597706594
28254,0.1418475347938787
12428,0.19692177781762565
12832,0.6718409105309096
13034,0.08432942079718679
10658,0.18283488628551806
29479,0.2476610289131703
10053,0.13257881612197187
4266,0.0988161459871488
18526,0.16657345515067823
19999,0.13049909331648268
2527,0.520866968070303
29189,0.11730031855829008
18321,0.14825600082781365
11724,0.12331943849357437
10898,0.2229930409849545
22944,0.1891032347038003
17035,0.30192622386134677
3120,0.06124252192936092
10269,0.07472369746063433
24595,0.4142847218535728
22758,0.12005856897622966
12378,0.11326575430966913
8775,0.11011675045153432
15093,0.0872136663252395
26474,0.07384242009116054
16827,0.21334583796010478
16201,0.32403542027206095
21709,0.42309703330504994
22681,0.09074271139197643
20306,0.152501182639381
4414,0.06499994104391653
25408,0.14391191047957433
6107,0.5178080432990496
13480,0.6078080448026865
14147,0.24488561577189655
11558,0.13154233117511815
16019,0.08367544051110838
28778,0.1392136309875432
26792,0.06923146177895809
23923,0.17242462327373784
7252,0.2279827647734862
13779,0.6849552219977856
12030,0.4735555192405796
25121,0.06906325762178381
8196,0.4378320913622036
11353,0.17510653738669363
21112,0.16597552432409257
26842,0.13934734712988875
27705,0.50944317877099
5556,0.16367668885274733
25388,0.5890609537904612
6696,0.21407422032362397
23596,0.19702610393007047
27455,0.3850015040646377
7675,0.09613556759845165
25532,0.2782472527258853
14328,0.5857598914980913
2365,0.06601840636740992
15954,0.1666095187629788
2508,0.27727206995722314
5125,0.1531482307367887
4652,0.18657186708952314
20786,0.10330306320113113
14561,0.13798623105091976
14607,0.08133787246653452
27918,0.21144266457123653
26501,0.5652815352040809
9877,0.42466367348935985
4979,0.11020592244614083
23354,0.22405235676617796
21406,0.12692807714275745
21135,0.07313855250283707
22004,0.149652824054646
5808,0.1212818845872381
25719,0.08768832490309324
4320,0.16676136739374656
13267,0.10319795885259216
16591,0.44905094014975033
27663,0.3858400636698173
20130,0.6673586032276555
14669,0.22226070214337973
2014,0.2657305690345252
26039,0.25667638345551563
20160,0.14087230896560132
4483,0.18494598296141465
16716,0.17325966889206415
10020,0.12531322150459334
3373,0.06602998208040564
7203,0.18126614810535283
18089,0.22218610711966916
12036,0.7059860366420524
14795,0.06602734976551017
17211,0.09771060164052635
9319,0.5295002523473963
5011,0.1843451058636896
24188,0.09805307050318836
26689,0.246979394981726
8491,0.4222080444040999
28752,0.15038477821025031
22092,0.09110307728296672
24307,0.07020239212268123
21826,0.13040382886637122
14272,0.06614986229096287
27609,0.09159908911905923
16810,0.060188255256336205
16052,0.13465380879121636
23428,0.2755638836463817
17002,0.30291807999695297
3593,0.5767945976157373
7299,0.11492456030840208
13655,0.12651392851865276
26722,0.09394378083227985
27897,0.0859325597468109
14690,0.11220207510963914
13946,0.35899177197081367
18088,0.0852042782175602
24493,0.07420465402737284
23423,0.3281785986292122
3544,0.0993893876813408
21238,0.10472342448907355
14415,0.46708860372435157
21776,0.17868792428121283
746,0.07574956563762779
964,0.17548429449997582
12573,0.1501185470516957
1119,0.35761313315186627
24894,0.16778158362595477
21855,0.09854859305896041
23988,0.07620753297410267
3640,0.10665432011847652
26538,0.172685354682776
20036,0.08705614108992843
22454,0.15990203153186994
8403,0.1581407276872069
11704,0.2733577842800433
9524,0.18317843062283654
13982,0.1603287181623007
13331,0.20607078726181735
26961,0.12869904198849097
27119,0.1292297073371706
2844,0.447746274366924
27690,0.1983639036022193
28157,0.11070862676178927
6478,0.062286877677412644
24766,0.6057980044918361
2989,0.07684505305995677
1662,0.2580994929780854
22734,0.2654517304793116
27096,0.07171077248489596
21646,0.20734372393947706
24197,0.16714318615150076
27983,0.10199448884569313
28471,0.16370778705414243
20835,0.12877676849273545
7139,0.15563808333958842
8039,0.17007754331887417
25442,0.09376974720131391
7372,0.26128741158872193
17338,0.09535481939545776
16644,0.23355992225899755
26236,0.1317942845415162
16612,0.3851562694656531
29075,0.35843385677580514
22962,0.1666860868724939
16232,0.1364060374469029
1325,0.1204776560042772
13368,0.10411585103454692
6564,0.10498014316402692
16291,0.31543439064382145
5536,0.06445390358418077
27721,0.4537130226383199
26363,0.13948791243000852
9580,0.22032700667891544
21320,0.2913579947171806
7649,0.14336343064515572
5274,0.3868763902758667
4072,0.1258146598861163
28612,0.583656993180198
11241,0.6307298982006064
1135,0.5471218582415879
23543,0.09084325386736308
10512,0.21412582636885003
23925,0.1133979169076572
29641,0.17873689278997576
21365,0.1375443875235152
16204,0.217288391275582
18028,0.19411404872089563
3695,0.5701122009853687
28042,0.10282797596618863
2878,0.2097375852384059
19837,0.13885070250238307
7120,0.12841776525874757
24793,0.2156848784968474
231,0.10527619947324694
28009,0.35714782299253156
17188,0.3127840109805424
476,0.13482169199211672
18432,0.18161619710894503
8309,0.1893381688831001
13881,0.1586556609775655
11501,0.14120913462359141
14227,0.41047317859901045
19452,0.18671548771617
21315,0.2313414372935569
24633,0.20870221928108698
18903,0.3175535376847792
28934,0.3117896341784545
12633,0.06619468872877925
3780,0.1357150241171233
478,0.24501241094901305
7917,0.23258652954364445
5904,0.3809583583386224
14649,0.10410351155513631
12806,0.12438378552437412
12496,0.5312628192533805
3501,0.637919454579294
23998,0.16508459747599402
18014,0.11201308657085753
9497,0.1388938118170755
26439,0.13898170955155112
12553,0.1531419031301225
9671,0.14711195239012723
2305,0.11393415237605536
20194,0.0939046269326958
5270,0.07141020087909598
11553,0.3079080464974336
22256,0.17210958913666985
23168,0.07862394416543064
3455,0.5973197841158077
919,0.16375974349626335
17481,0.06505333442900957
25850,0.1779769808420578
647,0.5554712058188704
3299,0.21078517942643293
4431,0.06691639566273103
19134,0.6371389376743619
23285,0.09879970514887053
26740,0.2893409183241878
9287,0.6949469469530041
25744,0.5252663470683361
5014,0.20902916321909135
28395,0.09484751864788489
12562,0.16604810445305007
15997,0.12055406102820673
26360,0.06914526304279464
4734,0.15307099895087356
26798,0.13539552049491027
23660,0.11869050635665267
28530,0.35893658642901166
20185,0.12112122906799717
12114,0.09995013930976131
4133,0.09115662568441134
6525,0.19927629158756818
6292,0.07273402782363685
2139,0.307837072812911
4611,0.22284210380731456
25208,0.2243684809719812
10478,0.2961330121289018
9942,0.29647767336615677
3297,0.15729546592320312
20745,0.10392465287946602
2930,0.08733665751752541
18747,0.21505560634761683
1878,0.05940594286020287
22226,0.11015366433138367
17085,0.16175817241333917
6596,0.6421261532882461
29855,0.08015628112762223
17722,0.09279086775254416
25981,0.154848257490057
9599,0.06694067584758936
19200,0.07186317521060297
21015,0.1717550188306444
13263,0.6443536579604427
8825,0.14979294148409436
19002,0.2221557122348419
11522,0.1794458883679952
11994,0.6522256291467802
6077,0.527909724682127
1918,0.10059531817617248
14086,0.28462755114929705
10800,0.16337692446089525
959,0.06917881935418835
14932,0.14848842808867427
19461,0.46852209828822816
22783,0.13239279456010844
29950,0.07462145916210544
13637,0.23800138885015784
8305,0.13337010897942617
26152,0.11691879773480415
8806,0.16936516317869107
15649,0.11763203522236634
16706,0.08723776967194594
17182,0.13754719426631073
6053,0.32937289617886994
22514,0.09034635567103183
29370,0.14846353043564364
22182,0.1045152317368561
14335,0.08226941621636327
6961,0.13773535466381778
4105,0.5975555169942166
16780,0.24894500336545364
2847,0.10771740571125957
18869,0.24323095042789059
19080,0.0956772747984988
18952,0.6572936179792306
15647,0.0976509841517049
19570,0.15751204536879482
751,0.14968665255567395
7420,0.3172411236115342
15228,0.08387714420421263
19775,0.06676996896411926
21741,0.6327591377857097
20218,0.37813491416257855
23418,0.6589415915280007
23655,0.1177541827841318
5386,0.19544817853117283
27091,0.24689024736910442
23555,0.11498804207973044
108,0.15223337437463463
12164,0.5194058852992253
7088,0.14789925852980862
20708,0.16988050198225105
8466,0.11361789112755964
19834,0.07360193951075823
29874,0.12211795146276791
24823,0.11824617048670052
21428,0.5832810191057385
13203,0.16341091243586076
10092,0.5355503432315845
7121,0.16020638732232312
4416,0.3361979277383458
26532,0.1534225790649838
23924,0.26084622201242064
23137,0.08711104815964357
10810,0.21413286438796006
8580,0.1871494904895686
6023,0.3207794693141316
21269,0.14846974689012427
9401,0.16352264328122665
16389,0.12998605855596693
12149,0.0673593762811283
25065,0.13990868305398593
7588,0.1964174980095568
10341,0.21384385673095266
7010,0.2777576852201688
27105,0.32381068259595713
17922,0.6773685555636394
23154,0.1036261942742502
8017,0.5586651793512533
10757,0.6660214703188664
20427,0.16714602448055613
6105,0.292440000173316
2964,0.6665873882741841
12451,0.27235589822822737
1054,0.1430643572882388
15016,0.1277066466568296
23446,0.058446649861378985
6378,0.17128438211745006
2312,0.06834994985247092
15591,0.1278210661382595
6938,0.4510379362699846
21584,0.11488480665462264
4279,0.13625283335117688
26794,0.06182217288078922
10194,0.13209010966948287
11879,0.10327408896530192
4589,0.5526027889699225
24979,0.09518086438555129
4147,0.10619333785953648
19289,0.09459523594591507
28346,0.1369472123152315
135,0.21024402543867832
29606,0.1954797961140705
474,0.3904209961863907
26950,0.1136840663506004
