id,is_pass
1626_45,0.20495850663442014
11020_130,0.9838094549663123
12652_146,0.4267826800226103
7038_72,0.016336861081551756
888_71,0.39856060715899605
18922_62,0.5890344120488202
5499_29,0.9779169314535933
10150_125,0.7835192777623315
10158_95,0.8659296907184001
6215_17,0.9297552707279979
6719_121,0.9686376044138982
14498_175,0.8512708966954287
15169_153,0.9564173312144528
11094_23,0.2356546739034483
17853_11,0.9008442956385153
15437_157,0.9350835825548
7156_53,0.6994388487795893
1406_69,0.6355450222416129
6127_32,0.588268238316695
19983_89,0.937225551330375
14606_87,0.8790265005354564
15316_112,0.8349725338488474
2729_157,0.8411982226181199
15099_94,0.30032458402748885
1226_135,0.5561463250405076
5097_64,0.21533870480369896
7456_19,0.9608337698215311
5846_70,0.681646472889751
12159_44,0.72587103216835
17292_94,0.46351050664956744
7038_74,0.35306141761929216
10956_131,0.9819651199653805
8828_136,0.8875862473123874
10477_27,0.9708447286908988
18548_82,0.9512594631865838
4093_82,0.31410438456316264
299_160,0.9119517786630437
6165_117,0.943953041048048
1139_80,0.4547448876754409
6498_93,0.6510014868392671
18332_127,0.8743126141290304
4167_88,0.9895839632134106
5207_80,0.6159231057285179
9653_39,0.943168927947375
9730_31,0.9386494179864021
14676_158,0.7175000462266666
13104_57,0.7581321131007814
4695_32,0.39067188047259377
8544_81,0.9718618009133942
3175_103,0.9295713549952459
5294_167,0.7170435700676238
16934_97,0.37350149483194295
16711_154,0.905690075326732
11574_83,0.0734912348738103
8183_84,0.4639764707871621
1986_164,0.9177649180603448
10067_21,0.8484844593106527
3588_154,0.9596015064645488
10785_65,0.2908259729703225
1858_144,0.783169330826867
10801_174,0.8318643377547665
1645_149,0.8557692762653434
8584_128,0.8417430708287967
16381_47,0.7795125227407592
10042_28,0.9763050835558451
9725_125,0.8044241916126398
3906_95,0.6615116864514178
13921_40,0.5306099618418106
20096_103,0.43079559386970206
10021_101,0.4616316436807855
1035_19,0.7236903111087695
105_128,0.8537867593897699
7720_87,0.6029603904370862
12174_50,0.3908452672988567
12560_89,0.5414476117715941
11847_86,0.6474234665748313
10240_22,0.8707697933980867
7852_82,0.5299291378809352
3462_104,0.7322414528013169
3592_103,0.8693804789889434
18365_120,0.9080839230181742
10326_23,0.30815906135768734
10334_135,0.9002761572007898
2893_118,0.9890098008858496
20072_67,0.18057583625179618
3308_9,0.2615460150955877
14550_170,0.7312303897516826
1926_132,0.8110321712851357
6580_14,0.30037559744599296
2504_126,0.3077769710218186
16734_43,0.6972461439143347
5279_121,0.7397235794641914
11361_180,0.2672196342304327
9156_143,0.9350734348659444
8157_135,0.8012884273804974
4985_159,0.7665906373486846
7191_79,0.8608364668839016
13297_140,0.21900569231486655
10763_94,0.7563312318306752
15041_44,0.6973905544214416
12038_82,0.950427146372401
8503_133,0.8964105805305239
18334_11,0.36338645160834143
7731_77,0.13612455790684005
8658_141,0.9141206621521448
7531_73,0.16458890492587858
412_143,0.9808504652627172
15721_109,0.62647849928445
10921_25,0.892890993189684
3366_73,0.18457710912692554
13524_88,0.7695493778457436
19818_73,0.18858902280956855
1800_90,0.7732037236412883
15120_182,0.9065442014761869
14355_94,0.8949614647206718
19593_83,0.8985006562137781
6051_74,0.47809666665559214
1300_44,0.39728917537271385
7326_79,0.5579174699810826
18295_152,0.9195860928878955
1322_73,0.3157327090597621
15009_159,0.365526323207596
19400_114,0.6856812376775442
10190_141,0.22261083628992284
9530_166,0.8284477574424186
9155_136,0.9221796502169506
3281_114,0.5013871753364793
6962_16,0.9539047679176054
14439_88,0.7248265918090598
11766_36,0.5940336378944284
2567_14,0.8735460368835445
13337_51,0.865230768542912
3155_14,0.6551420980251174
8431_43,0.581249520684057
16864_100,0.3537243596021513
15816_95,0.9389609039076849
7850_49,0.46637315418982994
9331_132,0.7610078568110841
18321_69,0.5265603288084478
2661_3,0.15626384061082643
10790_128,0.6155728670210188
15310_43,0.6367156869256253
805_135,0.9322162424461993
9609_169,0.8916451392734202
13486_144,0.5155467006162953
12394_32,0.835820360394113
16943_179,0.4037502460321268
11233_83,0.814367216941133
8225_50,0.18634631731956516
18931_22,0.3371129797710851
5027_73,0.5077187705758279
2845_76,0.3938425315898463
18309_43,0.6911003936863888
14295_57,0.9483558633393647
176_9,0.8573239171251904
19422_120,0.38089354132936576
7015_113,0.6463609061042334
2082_83,0.18489683924927316
10461_27,0.9385070715093862
3517_25,0.8433335956349161
1632_150,0.8884409105104418
14762_95,0.9478746924578975
8994_102,0.9655367864787209
2819_67,0.17896717265389017
9559_164,0.6086825286452745
6124_81,0.9651433746851935
12715_137,0.8819934357877979
18903_148,0.9276692294503505
1771_26,0.8275829700146776
10467_159,0.9084748743333624
12193_31,0.9194396563237209
6767_78,0.6583119835813768
19217_113,0.7466082149664085
7521_67,0.7797432142162075
9311_23,0.4864666391590975
5127_87,0.4865954397260136
15018_46,0.8129389285214509
16757_149,0.7675823845628467
13703_38,0.9821722508323806
11840_137,0.7798582189025897
4815_123,0.7995775252530315
12418_25,0.43943088977245653
6629_32,0.41244856223854415
12276_97,0.2563374381973117
17234_47,0.17130801637575468
4707_25,0.49155787633516806
17013_187,0.8800070564163008
18006_17,0.9349061094270884
13508_56,0.44672563762759065
6576_72,0.31620472546469575
2103_11,0.37649087510516177
14317_58,0.6367017762628132
16902_43,0.5584746539602727
3208_52,0.8481468784541571
16348_155,0.8846429877147439
194_62,0.8647974882702998
8566_25,0.46680553600395697
6122_120,0.9189747538771363
6956_55,0.48918161558303347
4666_21,0.8832523443823418
5633_87,0.4478814573526267
8586_101,0.36229484954692515
4173_74,0.8549216275154139
15570_96,0.4822794179016675
3725_22,0.2981432798746416
18782_53,0.9581039069989465
17983_76,0.9032648784373792
2790_61,0.6314047686642634
10881_44,0.47741113541028035
8363_143,0.8844765685102798
17627_153,0.19853846145247714
1843_6,0.3133680326809033
13693_33,0.6184283506093279
12309_39,0.9459388223358386
14885_94,0.8998025335362191
15795_184,0.9190455694725247
4415_10,0.7474079628084699
4675_61,0.2371666902258343
1000_3,0.4748031594298961
5636_10,0.4331973463945506
11114_103,0.8467226146650367
1479_153,0.7535832675231862
4039_107,0.8474220222296232
15296_182,0.6257822804518651
13847_32,0.5864870459077247
3143_30,0.6021931517029508
14652_39,0.8788689056942449
1729_28,0.8785836037249309
16581_184,0.8464750497462035
13085_152,0.9086627157909368
13497_62,0.8328032158896295
15361_45,0.6263904685413081
14879_158,0.8733831317155266
587_84,0.8728785079564845
11649_86,0.615522087804772
72_43,0.4449342821833523
19051_123,0.7538195804354206
8627_131,0.9803201656546813
19926_159,0.5435269833042822
3169_72,0.18376084590229583
19046_32,0.5634968106646268
8410_165,0.6472450064500554
3000_24,0.5422840840667756
4008_24,0.6076557415060263
14337_36,0.5220913265919821
18684_146,0.8666281265804586
4774_28,0.918671701567152
8002_18,0.9779736998365683
13672_154,0.9122200191528239
14078_178,0.5920710553048966
9792_165,0.656321247225152
3572_115,0.1559937603256603
3911_48,0.9638551365426298
1074_45,0.09702866047262015
10996_31,0.829460806590323
11232_81,0.5483470642016512
17267_111,0.7514188737333181
4666_30,0.9244630560128787
9241_96,0.9017311193454643
4890_88,0.12019236862699029
6495_122,0.7393785507383988
6241_127,0.5484062099137162
3647_12,0.14956354136234187
10654_82,0.7761989451793527
8533_125,0.8120804010942807
1484_24,0.41682738863935603
18456_33,0.8468195301570733
1189_142,0.9654019374247086
7579_64,0.49439774177484114
18668_103,0.9172485413091562
13336_137,0.9845054705569174
11325_50,0.21208798380112012
16659_156,0.8374688845436736
8886_157,0.9422718341081524
14810_94,0.4910302533833261
6501_131,0.6362144699816632
5246_168,0.8244964776494996
14678_155,0.921267335737724
5419_114,0.3555188361307069
15051_99,0.43112781189561883
5534_134,0.9010148777978148
8255_23,0.8865680662377747
14826_183,0.6434893256055572
3588_159,0.7443192275922875
19640_114,0.4657292311092512
1685_98,0.37207271680865467
19656_70,0.5382189145286602
14043_138,0.24276043207349596
11899_163,0.5447584188110275
6244_11,0.31730159499134175
2496_21,0.838178504504762
4265_45,0.36104629700349733
14015_39,0.9178635248059233
18716_49,0.8482482905832114
8775_81,0.558697101057233
12198_23,0.3108471668038
12853_57,0.9618786022799745
11019_127,0.8702052708329987
6388_19,0.5004978451716918
18213_28,0.9435915840661607
14120_35,0.1993877554631681
8535_132,0.8943246661984009
3747_86,0.06484749025187132
12921_175,0.8023183688196837
14124_48,0.8798850866862791
5259_34,0.19854583716090218
12129_126,0.8095904932412973
1522_59,0.27874366731931993
3705_142,0.9806459332085554
7149_116,0.2475571843619575
4619_50,0.15737292447375226
4884_1,0.8346550906117463
14889_153,0.8621030537636056
11314_168,0.7117276597929783
9940_85,0.8347016372509711
2127_142,0.7699303611098377
2246_73,0.30204873851813646
1447_124,0.33460005413333743
10283_133,0.24314402904391233
14002_108,0.6387480141988231
7929_142,0.964966072257529
9603_167,0.9300810443697808
17067_159,0.8114968194355558
3573_119,0.8729645153569207
2917_94,0.8370461385664149
446_28,0.9404796847795733
11591_151,0.4169451989183584
7733_48,0.6058469580980084
13853_41,0.8531615803053316
16134_154,0.9935898893018296
14704_47,0.8518552313075294
6376_117,0.9528442690266318
9392_170,0.7962179606910443
7528_17,0.8894305677523425
14332_59,0.8808386134983275
19724_75,0.6984114261395882
14177_137,0.9209790918949192
5046_61,0.4175969458794657
16678_152,0.7056124996790066
691_62,0.7576225448030166
13793_177,0.5103787159530853
1458_96,0.7621483135463181
6763_12,0.8208915119842201
10950_64,0.7607169366596294
11499_129,0.9130079611391588
1080_132,0.8948783878927131
6879_12,0.8960189517237851
12503_177,0.8106489615521267
20062_3,0.9341492236968483
19810_91,0.6278909014589192
462_145,0.6862591371948962
6774_169,0.8887152284010233
19586_151,0.6864136608671667
18599_156,0.7453784413532067
1263_123,0.9401943060083954
7027_116,0.8234358771220125
14830_99,0.15481003992322506
8998_128,0.9248312062338249
10658_125,0.8403402029095128
16443_96,0.7416864141149011
1699_172,0.4652275768532134
2647_61,0.32070910509507883
12178_133,0.9081686127896134
6169_11,0.4917183722065907
5048_128,0.8649566523206503
13212_53,0.2690804486706044
3238_17,0.9068786678197396
8948_136,0.3883915788971846
192_33,0.7863405025348184
7727_18,0.9730785386037525
4851_137,0.9517617075854488
17862_55,0.5057149377991188
16984_150,0.6359764890014085
4605_1,0.2751985966735059
418_1,0.3364715301945151
17718_59,0.7969723670557425
5001_99,0.29551908425772067
5926_113,0.9685619969229398
6869_40,0.6696416794637656
5719_19,0.9084015685864213
7184_130,0.9789204416653755
6709_84,0.6689863803370805
17404_182,0.9333737942946067
8442_58,0.3086553224387968
9820_22,0.6776383390675365
463_124,0.21590403577407624
18524_4,0.5881940193411075
13325_186,0.44951684255238666
7890_62,0.4715727538516292
11103_165,0.7365405091239047
12734_95,0.7733193934942021
2590_10,0.6950346306290079
1237_131,0.9664964740502737
1335_69,0.07070906160976566
9974_54,0.8278723262196933
8549_140,0.2198140008246413
8051_130,0.6584284445899156
3044_24,0.8154629881969383
5558_29,0.8357288145675755
18483_59,0.7939079088318841
17214_95,0.878346024819762
17076_58,0.09754122260609377
8542_32,0.7263370060825001
20097_47,0.2160213399464631
13735_87,0.9492434891767827
7099_62,0.2543444155498958
7994_129,0.8953761442989282
692_96,0.504945889984459
7409_18,0.9368090554647661
1578_160,0.6966392567408756
8387_133,0.889577605564583
9019_26,0.635423943893921
9776_131,0.985915397406187
1519_113,0.5884092053935428
5337_66,0.5168633511107628
14764_152,0.9517589602232083
2575_72,0.241795551139188
16358_43,0.6024174243290767
6124_61,0.9172264501119257
9612_164,0.9714143603823492
2283_180,0.3033794898055547
17922_142,0.9728914468382858
13715_90,0.4885716527640281
6602_69,0.8070923303094772
4004_60,0.43371301822608993
2918_127,0.8186605032612657
977_69,0.4594862284708819
14353_172,0.7874852472409393
2610_22,0.5661859803991423
17570_43,0.48722593604287073
11959_174,0.5472935316135894
13041_143,0.5873478477877312
7442_73,0.20427812127750924
12917_177,0.7455105807932841
10869_59,0.889624819641539
14348_35,0.09815843929995718
7064_101,0.9387520265524911
4200_89,0.39605938414867986
5462_69,0.8646653289955561
3743_13,0.8774233194249698
2937_87,0.2444392764209431
6824_73,0.4632205136683653
15732_94,0.49246607783887025
265_26,0.7808680266673997
19236_52,0.9229194185757595
843_106,0.931746079317805
9909_22,0.428316537076998
14290_52,0.8437217159853317
8564_65,0.8103224142709043
3064_39,0.7841309251887459
3981_65,0.26976759980331766
11465_129,0.9601975125682254
10598_62,0.9373840967996717
13862_138,0.907497638992461
3116_149,0.9533158378699272
10933_130,0.9064474082840936
7258_117,0.8615872207194752
17727_110,0.7826970656195328
18133_66,0.6532511095858317
7845_74,0.8778616972290965
12396_40,0.39302493746362016
7046_75,0.9174190885139208
9022_52,0.9402119539859245
11690_174,0.886613197541907
14438_143,0.9880951495555239
14657_159,0.7869399328623685
12129_54,0.447029286260018
11062_62,0.9476846319337843
16897_181,0.47975485704768267
17257_47,0.40910837318542265
9727_97,0.7106988329657664
11293_22,0.30172927014223627
14938_180,0.6757955421538279
7384_71,0.7865223691716544
1918_154,0.9781629975362921
1578_149,0.8897378476476158
18151_19,0.9086174080280349
19675_27,0.9726717027453277
9949_100,0.6137058663235365
18022_126,0.7757386169145756
9849_63,0.3423069990905879
14592_138,0.6775079631101941
3207_95,0.4930087307594237
20060_74,0.9258628616090739
1637_165,0.8513307367968496
7472_122,0.47636319039768293
11923_161,0.41816964510398086
18014_101,0.7831625390919518
10675_167,0.9768680290120518
12688_52,0.3766800526915057
1580_56,0.20685603597039243
6937_131,0.9073585458123128
19691_78,0.3384227754817182
4709_23,0.43715008793792254
3002_144,0.737821202092488
12827_158,0.8208007461391998
9009_102,0.9458508038294766
12330_61,0.7493929121206059
8254_23,0.6981628600223373
5779_25,0.8201216680736443
4277_48,0.9716492114675104
435_68,0.970631332476506
14804_150,0.9578515748617005
10952_84,0.42364515553961674
14526_144,0.9196131795361575
509_41,0.8880952094339661
5540_56,0.8199547205887546
15991_94,0.9116282079655441
5841_73,0.8325803941231807
13362_146,0.6402215788089126
14928_179,0.17484223020431922
17136_112,0.44564040280664047
7057_11,0.10684568252002787
8491_135,0.8716898106807526
5322_16,0.9614513259230455
8749_23,0.26851326730069836
17976_81,0.8735796637421215
1542_21,0.8868807070174274
469_33,0.7264411559135624
14570_39,0.9842910618305968
6779_66,0.8822713907514648
19047_19,0.5465458208140361
10545_24,0.8824520156211287
18976_11,0.7935078848519155
16397_96,0.9100118073843858
3378_15,0.8366628303272051
9435_41,0.71626366352995
1785_8,0.8793779234322646
11973_50,0.7705189613947604
16664_153,0.9250150855136211
15904_151,0.8880221808112254
18712_136,0.7049352776448063
3284_113,0.7886751053551698
18818_71,0.2000901832641394
14897_160,0.9584702210138808
6181_21,0.4437266773136843
18624_36,0.5879631102975446
14738_58,0.9181099283654683
2264_53,0.8888479834366461
13740_150,0.7367584885780195
4950_102,0.9655822818142771
8073_166,0.8651931405134722
419_7,0.860018246258101
886_126,0.861026104058437
2130_137,0.5106152462369322
9693_96,0.7687058734722828
4344_66,0.5420564456903005
14827_159,0.9034914188590546
87_2,0.49596499684815837
6443_19,0.7848857161583908
13142_59,0.8934007581131074
10585_58,0.32558577622248375
12284_28,0.901469295563355
10284_29,0.7697330821450646
19314_25,0.7954572143109503
7382_76,0.8834578240391372
7997_16,0.9708504835830906
1631_6,0.5907354168733057
6934_19,0.9044047739153412
3528_68,0.9253193235595967
2170_125,0.7172544156728662
2487_144,0.19957296237446903
16541_159,0.9609787315379129
3428_128,0.380231681986024
7915_70,0.8970908500991603
11525_143,0.68994188641891
7657_14,0.43325096603312724
2737_35,0.9151073890797506
3362_83,0.6933212463438013
5884_50,0.22044723788709802
14879_152,0.7241930141747759
19207_59,0.24878264391650343
393_71,0.3629824658725649
10829_162,0.7435534779374144
12640_29,0.831560115623638
10665_134,0.9233792386486226
4872_113,0.7168484455501435
5890_123,0.9014867703982692
13977_64,0.9260197979572726
11452_132,0.6474727448925809
10270_163,0.23020617300339438
5272_57,0.688144990742331
19007_92,0.13018093403370276
6268_16,0.9578924243729762
6363_90,0.05922758467391039
10298_52,0.18925247290048317
14568_91,0.773971501513971
14538_32,0.6765887745485709
18494_126,0.4434358242668632
16041_183,0.7480832654586634
1182_56,0.2042202020255133
19693_153,0.49325086806115737
6955_123,0.7759814537138888
8285_24,0.5859698864018733
10620_127,0.7704568625584198
7850_74,0.8313491268913411
17404_186,0.7577298834439113
15735_44,0.5133934298384987
3684_54,0.5993351016340427
15849_156,0.923109290987323
2268_57,0.7342310470831596
12012_126,0.3516905231726935
4363_18,0.9250225607323599
10276_83,0.4640258642112016
7561_115,0.8221813716007866
4900_13,0.8991331315665874
10679_184,0.8890953520759136
18779_143,0.9802114268889738
17525_94,0.6788874288823484
14511_172,0.7628800495290263
4116_6,0.6785950501370928
6967_74,0.45115569592233123
472_5,0.3975527868954988
8926_82,0.8947819563632422
7971_40,0.9561979903532523
7699_11,0.07968098691791341
11665_140,0.9286259646714244
15126_149,0.8655054298935192
12428_25,0.5767803224963851
18803_122,0.8826990168338266
14770_152,0.9558271384981809
18130_39,0.9635638198809857
14228_171,0.7358673184218568
6200_17,0.9780341194572063
2620_95,0.7740122344884445
16158_43,0.4837102112064818
14868_179,0.7012895280046381
2349_148,0.9196331197372788
13142_57,0.9432294241160528
1231_128,0.7296286100771464
18709_121,0.8822831738912568
